product_id	product_name	category	replacement_priority	current_problem	visual_concept	image_generation_prompt	negative_prompt	recommended_crop
71	데일리 올인원 활력 멀티비타민 & 미네랄 60정	영양제·비타민	P1	75번과 동일한 다수의 블리스터 팩으로 약국·의약품처럼 보임	세이지 트레이 위 올인원 웰니스 보틀과 절제된 복합 정제	A matte ivory wide cylindrical unbranded wellness jar with a blank warm-beige cap, placed on a low muted-sage circular tray, accompanied by only four small tablets in subtly varied natural cream, pale peach and muted yellow tones plus one fresh citrus leaf. Premium minimalist wellness product photography, bright diffused natural window light, ivory background, clean balanced centered square composition, gentle realistic shadows, no clinical cues.	blister packs, pharmacy counter, medicine box, pill pile, dozens of tablets, prescription look, laboratory glassware, hospital, bright rainbow pills, text, letters, numbers, logo, watermark, fake Korean packaging copy, factory, warehouse, people, hands, dark image, clutter, cropped jar, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete jar, tray and four-tablet accent within the central 80% safe area for 5% hover zoom
72	퓨어 rTG 알티지 오메가3 1000mg 60캡슐	영양제·비타민	P3	손가락으로 큰 캡슐 하나를 든 임상 자료사진처럼 보여 대표 상품성이 없음	앰버 유리병과 소량의 투명 골든 오메가3 소프트젤	A small premium amber glass supplement bottle with a blank ivory label area and warm-white cap, accompanied by exactly three translucent golden omega-3 softgels on a pale blue-gray stone coaster and one restrained curl of lemon peel. Minimal wellness product photography, bright soft natural window light, ivory and warm beige background, fresh clean mood, centered square crop-safe composition, no human interaction.	fingers holding capsule, hands, giant capsule macro, fish carcass, oily spill, blister pack, pharmacy, medicine box, pill pile, laboratory or hospital, text, letters, numbers, logo, watermark, fake Korean packaging copy, factory, dark image, oversaturation, clutter, cropped bottle, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the full amber bottle and three softgels within the central 80% safe area for 5% hover zoom
73	100억 생유산균 신바이오틱스 포스트바이오틱스 30포	영양제·비타민	P1	78·79번과 동일한 흰 분말·스쿱 사진이며 30포 유산균 상품을 식별할 수 없음	30개 슬림 스틱과 요거트 한 스푼의 데일리 유산균 구성	A tidy fan and small upright group suggesting thirty slim blank ivory probiotic stick sachets, with a petite ceramic bowl of creamy plain yogurt and a small spoonful of yogurt as the consumption cue, finished with one muted-green accent line made only through props, never printed text. Premium minimalist wellness product photography, bright soft natural window light, warm-white and beige set, centered square crop-safe composition.	loose white powder mound, metal scoop, protein tub, identical collagen sachets, herbal pellets, intestines graphic, petri dish, laboratory, pharmacy, blister pack, pill pile, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, factory, clutter, cropped sachets, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete sachet group and yogurt bowl within the central 80% safe area for 5% hover zoom
74	간 편한 밀크씨슬 실리마린 & 비타민B 60정	영양제·비타민	P1	80번과 동일한 다색 알약 더미로 제품 성분을 구분할 수 없고 의약품처럼 보임	밀크씨슬 꽃을 포인트로 둔 웜화이트 보틀과 베이지 정제	A warm-white minimalist unbranded supplement bottle with a soft beige cap, exactly three small beige oblong tablets arranged beside it, and one fresh purple milk-thistle blossom with a single green leaf as a restrained botanical identifier. Premium wellness product photography, bright diffused natural window light, ivory background and warm beige tabletop, elegant centered square crop-safe composition.	rainbow pill pile, multicolored tablets, blister packs, medicine box, pharmacy shelf, liver anatomy, laboratory equipment, hospital scene, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, factory, dark image, clutter, cropped bottle or flower, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete bottle, three tablets and milk-thistle blossom within the central 80% safe area for 5% hover zoom
75	고함량 마그네슘 비타민B6 릴렉스 60정	영양제·비타민	P2	71번과 동일한 블리스터 팩으로 미니멀 웰니스 상품 사진이 아님	스톤 그레이 포인트의 릴렉스 보틀과 백색 캐플릿·라벤더	A matte warm-white supplement bottle with a calm stone-gray cap on a low beige plinth, accompanied by exactly three chalk-white caplets and a single delicate lavender sprig to suggest evening relaxation. Distinguish it from the multivitamin with a restrained monochrome mineral palette and elongated caplet shape. Premium minimalist wellness product photography, bright soft natural window light, ivory backdrop, centered square crop-safe composition.	blister packs, multivitamin rainbow tablets, citrus leaf, pharmacy, prescription medicine, pill pile, sleep mask, bedroom scene, laboratory or hospital, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, factory, dark image, clutter, cropped jar, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete bottle, plinth, caplets and lavender within the central 80% safe area for 5% hover zoom
76	햇살 비타민D3 4000IU + 비타민K2 60캡슐	영양제·비타민	P1	77번과 동일한 대형 붉은 캡슐 매크로로 성분 구분이 안 되고 의약품 인상이 강함	햇살 원형 그림자와 골든 소프트젤의 D3·K2 보틀	A frosted ivory unbranded supplement bottle with a pale warm-yellow cap, exactly three tiny translucent golden softgels on an ivory ceramic disc, and a soft circular sunlight shadow creating a gentle sunshine motif. Premium minimalist wellness product photography, bright natural window light, ivory and warm beige palette with the faintest muted-green detail, clean centered square crop-safe composition.	large red capsule macro, marigold flower, bilberries, blister packs, medicine box, pill pile, pharmacy, laboratory, hospital, harsh sun glare, neon yellow, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, factory, clutter, cropped bottle, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete frosted bottle, ceramic disc and golden softgels within the central 80% safe area for 5% hover zoom
77	루테인 지아잔틴 아스타잔틴 아이케어 30캡슐	영양제·비타민	P1	76번과 동일한 붉은 캡슐 매크로로 아이케어 제품성을 전달하지 못함	세이지 보틀과 마리골드·빌베리를 곁들인 아이케어 소프트젤	A muted sage-green unbranded wellness bottle with an ivory cap, exactly three small reddish-amber softgels, a few golden marigold petals and two deep-blue bilberries as natural ingredient cues. Distinguish it clearly from vitamin D with the green bottle, amber-red capsule tone and eye-nutrient botanicals. Premium minimalist wellness product photography, bright soft natural window light, ivory tabletop, centered square crop-safe composition.	giant red capsule macro, yellow-capped vitamin bottle, sunlight disc motif, eyeball anatomy, glasses, pharmacy, blister packs, pill pile, medicine box, laboratory or hospital, text, letters, numbers, logo, watermark, fake Korean packaging copy, face, hands, factory, dark image, clutter, cropped bottle, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the full sage bottle, softgels, marigold and bilberries within the central 80% safe area for 5% hover zoom
78	저분자 피쉬 콜라겐 펩타이드 3270mg 30포	영양제·비타민	P2	73·79번과 동일한 흰 가루·스쿱 사진으로 스틱형 콜라겐 상품성이 없음	피치 베이지 스틱 30포와 맑게 녹인 콜라겐 워터	A neat group suggesting thirty slim blank peach-beige and ivory collagen stick sachets, one sachet angled toward a clear glass of fully dissolved colorless collagen water, with a small pearlescent ceramic dish and a pale peach accent for beauty-wellness character. Premium minimalist wellness product photography, bright diffused natural window light, ivory and warm beige set, centered square crop-safe composition, no loose powder as the hero.	white powder mound, metal scoop, protein tub, yogurt probiotic scene, dark herbal pellets, fish fillet, fish scales, laboratory, pharmacy, blister packs, pills, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, factory, clutter, cropped sachets or glass, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the sachet group, complete water glass and pearlescent accent within the central 80% safe area for 5% hover zoom
79	옥타코사놀 아르기닌 맥스 활력환 30포	영양제·비타민	P1	73·78번과 동일한 흰 분말인데 상품은 활력환 30포라 형태도 명백히 다름	테라코타 접시의 짙은 활력환과 딥그린 스틱 30포	A compact upright and fanned group suggesting thirty slim blank deep-muted-green and ivory stick sachets, with a shallow terracotta ceramic dish holding a small serving of tiny dark-brown herbal vitality pellets, plus one restrained oat sprig as a botanical cue. Make the pellet format unmistakable and visually distinct from white probiotic powder or collagen water. Premium wellness product photography, bright soft natural window light, warm beige background, centered square crop-safe composition.	white powder, metal scoop, protein tub, yogurt bowl, clear collagen water, pill blister, pharmaceutical capsules, medicine box, laboratory, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, factory, bulk bucket, clutter, cropped sachets or dish, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete sachet group and terracotta pellet dish within the central 80% safe area for 5% hover zoom
80	이뮨 아연 비타민C 츄어블 90정	영양제·비타민	P2	74번과 동일한 다색 알약 더미로 90정 츄어블 제품을 구분하기 어려움	레몬 포인트의 아이보리 보틀과 연노랑 원형 츄어블	A warm-ivory unbranded supplement bottle with a pale lemon-colored cap, exactly four pale-yellow round chewable tablets beside it, one fresh lemon half-moon and a small green leaf as clean vitamin-C cues. Keep the tablets friendly and food-like while preserving premium wellness styling. Bright soft natural window light, ivory and warm beige background, centered square crop-safe commercial product photography.	multicolored pill pile, oblong milk-thistle tablets, blister pack, medicine box, pharmacy, children, candy heap, neon yellow, laboratory or hospital, text, letters, numbers, logo, watermark, fake Korean packaging copy, face, hands, factory, dark image, clutter, cropped bottle, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the full bottle, four round chewables and lemon accent within the central 80% safe area for 5% hover zoom
81	제로슈가 저칼로리 스위트 칠리소스 310g	소스·조미료	P2	83번 불닭 소스와 동일한 소스 볼 사진으로 두 상품을 구분할 수 없음	스프링롤과 어울리는 투명한 레드오렌지 스위트 칠리소스	A small clear unbranded 310 g sauce bottle and an ivory ceramic dipping bowl filled with glossy translucent red-orange zero-sugar sweet chili sauce, visible chili seeds and gentle pepper flecks, accompanied by one crisp vegetable spring-roll half and a few fresh cucumber and carrot strips. Premium food commercial photography, bright soft natural window light, ivory and warm beige tabletop with muted-green napkin, appetizing centered square crop-safe composition.	dark opaque fire-chicken sauce, grilled chicken, charcoal bowl, flames, extreme red saturation, sugar cubes, industrial vat, bulk bucket, metal scoop, factory, text, letters, logo, watermark, fake Korean packaging copy, people, hands, medical scene, clutter, cropped bottle or bowl, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete bottle, sauce bowl and spring-roll half within the central 80% safe area for 5% hover zoom
83	제로 알룰로스 불닭 스파이시 소스 280g	소스·조미료	P2	81번 스위트 칠리와 동일한 사진으로 매운 불닭 소스 고유성이 없음	차콜 볼의 진한 불닭 소스와 노릇한 닭고기 한입	A minimalist unbranded 280 g dark glass sauce bottle with a muted terracotta cap, beside a small charcoal ceramic bowl of deep glossy crimson allulose fire-chicken spicy sauce, one appetizing golden grilled chicken bite brushed with sauce and a single red chili as the heat cue. Premium food commercial photography, bright controlled natural window light on an ivory and warm beige set, rich but not oversaturated, centered square crop-safe composition.	translucent sweet chili sauce, spring roll, cucumber and carrot sticks, pale sauce, flames, black background, burnt chicken, excessive oil, industrial vat, bulk bucket, factory, text, letters, logo, watermark, fake Korean packaging copy, people, hands, medical scene, clutter, cropped bottle or food, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete bottle, charcoal bowl and grilled chicken bite within the central 80% safe area for 5% hover zoom
86	핑크 히말라야 락솔트 그라인더 200g	소스·조미료	P2	핑크 소금 원석만 있고 핵심 판매 형태인 그라인더가 전혀 보이지 않음	핑크 결정이 보이는 투명 그라인더와 산뜻한 샐러드 사용 장면	A clear minimalist unbranded 200 g salt grinder filled with naturally varied pale-pink Himalayan rock-salt crystals, standing upright as the hero, with a small fresh green salad plate softly behind it and only a few loose crystals on the warm-beige table to show real culinary use. Premium food seasoning commercial photography, bright soft natural window light, ivory background, muted-green produce accents, centered square crop-safe composition.	raw salt-rock-only macro, salt mine, huge crystals filling frame, loose bulk sack, metal scoop, industrial container, factory, dark image, neon pink, text, letters, logo, watermark, fake Korean packaging copy, people, hands grinding, medical scene, clutter, cropped grinder, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete upright grinder and salad-use cue within the central 80% safe area for 5% hover zoom
87	천연 효모 추출 비건 감칠맛 채수 파우더 120g	소스·조미료	P1	큰 통 안의 회색 가루와 금속 스쿱이 공정용 원료 사진처럼 보임	작은 볼의 채수 파우더와 맑은 버섯·채소 육수 사용 장면	A small ivory ceramic bowl containing fine warm-tan vegan savory stock powder with a petite wooden spoon, paired with a clear cup of finished golden vegetable broth and a restrained arrangement of one mushroom, onion wedge and short leek section. Premium food seasoning commercial photography, bright soft natural window light, ivory and warm beige kitchen tabletop with muted-green accent, clean appetizing centered square crop-safe composition.	large tub, bucket, gray industrial powder, metal scoop, warehouse, factory, manufacturing line, laboratory, raw powder filling the frame, dark muddy broth, text, letters, logo, watermark, fake Korean packaging copy, people, hands, clutter, cropped bowl or broth cup, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete powder bowl, broth cup and ingredient cues within the central 80% safe area for 5% hover zoom
92	자연 건조 차전자피 식이섬유 100% 200g	기타 건강식품	P3	대형 플라스틱 통과 시장 라벨이 보이는 벌크 원재료 사진으로 쇼핑몰 대표 이미지에 부적합	작은 볼의 차전자피와 물·요거트에 섞어 먹는 섭취 구성	A small ivory ceramic bowl of naturally dried pale-brown psyllium husk with a petite wooden spoon, beside a clear glass of water and a second tiny bowl of creamy yogurt with a subtle spoon swirl showing the realistic way dietary fiber is consumed. Premium wellness food commercial photography, bright soft natural window light, warm beige tabletop and muted-green linen, clean centered square crop-safe composition.	large plastic tub, market label, bulk ingredient bin, bucket, metal scoop, warehouse, factory, industrial processing, dry husk macro filling frame, medical laxative packaging, text, letters, logo, watermark, fake Korean packaging copy, people, hands, dark image, clutter, cropped bowls or glass, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep both complete bowls, water glass and wooden spoon within the central 80% safe area for 5% hover zoom
94	천연 순수 아카시아 튜브 벌꿀 300g	기타 건강식품	P2	먹음직스러운 꿀이지만 유리병이라 상품명의 튜브 포장과 명백히 다름	무지 스퀴즈 튜브에서 토스트로 흐르는 맑은 아카시아 꿀	A minimalist unbranded translucent ivory 300 g squeeze tube standing as the hero, with a short ribbon of clear pale-golden acacia honey drizzled onto a small slice of warm toast, accompanied by two delicate white acacia blossoms and a clean tea cup in soft focus. Premium wellness food commercial photography, bright soft natural window light, ivory and warm beige palette with muted-green leaf accent, centered square crop-safe composition, no package writing.	glass honey jar, bear-shaped bottle, honeycomb overload, dark amber molasses, sticky mess, bee swarm, industrial drum, bulk bucket, factory, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, medical scene, clutter, cropped tube or toast, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the full squeeze tube, honey ribbon and toast within the central 80% safe area for 5% hover zoom
95	국산 발효 흑마늘 진액 70ml x 15포	기타 건강식품	P1	흑마늘 원물 단면만 있고 진액·파우치·섭취 형태가 전혀 없음	15포 묶음과 작은 잔의 짙은 흑마늘 진액	A neat upright and fanned group suggesting fifteen blank ivory and deep-muted-brown stick pouches, with a small clear tasting glass of glossy dark amber fermented black-garlic extract and one peeled black-garlic clove as the ingredient cue. Make the liquid extract and multi-pouch format immediately recognizable. Premium wellness drink commercial photography, bright soft natural window light, ivory stone surface and warm beige background with muted green, centered square crop-safe composition.	black garlic close-up only, raw garlic pile, loose powder, medicine ampoules, industrial extraction tank, bucket, metal scoop, factory, dark underexposed set, text, letters, numbers, logo, watermark, fake Korean packaging copy, people, hands, medical or laboratory scene, clutter, cropped sachets or glass, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete pouch group, tasting glass and black-garlic clove within the central 80% safe area for 5% hover zoom
98	스위트 바질씨드 워터 믹스 150g	기타 건강식품	P1	검은 바질씨앗이 프레임을 가득 채운 원재료 매크로로 워터 믹스와 섭취 형태를 이해하기 어려움	수분을 머금은 바질씨드 레몬 워터와 소량의 마른 씨앗	A tall clear tumbler of fresh basil-seed water with evenly hydrated tiny seeds suspended throughout, one thin lemon wheel and gentle condensation, accompanied by a very small ivory ceramic dish of dry basil seeds to connect raw ingredient and finished drink. Premium wellness beverage commercial photography, bright soft natural window light, ivory and warm beige surface with muted-green leaf accent, crisp refreshing centered square crop-safe composition.	dry black seeds filling the entire frame, raw ingredient macro only, murky sludge, oversized tapioca pearls, sugary soda, industrial mixing vat, bulk sack, metal scoop, factory, text, logo, watermark, fake Korean packaging copy, people, hands, medical scene, dark image, clutter, cropped glass, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete tall glass, lemon wheel and seed dish within the central 80% safe area for 5% hover zoom
99	동결건조 맥주효모 분말 250g	기타 건강식품	P1	금속 체와 여러 통의 분말이 보이는 제조·가공 현장 사진으로 상품 광고에 부적합	작은 볼의 맥주효모와 요거트 스무디 섭취 장면	A small ivory ceramic bowl of fine warm-beige freeze-dried brewer's yeast powder with a petite wooden spoon, paired with a creamy light-beige yogurt smoothie in a clear glass, plus a few barley grains and one subtle hop cone as ingredient cues. Premium wellness food commercial photography, bright soft natural window light, warm beige tabletop and muted-green linen, clean appetizing centered square crop-safe composition.	metal sieve, multiple powder vats, manufacturing process, factory, warehouse, large bucket, industrial container, metal scoop, powder cloud, beer pint or alcohol branding, text, letters, logo, watermark, fake Korean packaging copy, people, hands, medical scene, dark image, clutter, cropped bowl or smoothie, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete powder bowl, smoothie glass and botanical cues within the central 80% safe area for 5% hover zoom
100	유기농 야생 빌베리 루테인 파우더 100g	기타 건강식품	P1	산업용 금속 통의 여러 색 분말로 보이며 빌베리 루테인 상품을 식별할 수 없음	보랏빛 빌베리 파우더와 완성 스무디·생과의 섭취 구성	A small ivory ceramic bowl of vivid but naturally muted deep-purple organic bilberry lutein powder with a petite wooden spoon, beside a short clear glass of finished purple bilberry smoothie and a small cluster of fresh wild bilberries, finished with a muted-green linen accent. Premium wellness food commercial photography, bright soft natural window light, ivory and warm beige set, appetizing realistic texture, centered square crop-safe composition.	industrial metal tubs, multiple colored powders, manufacturing floor, warehouse, large bucket, metal scoop, neon purple, raw powder macro only, eye anatomy, pill bottle, laboratory, text, letters, logo, watermark, fake Korean packaging copy, people, hands, dark image, clutter, cropped bowl or glass, blur, low resolution, CGI	1:1 square; ProductCard uses object-fit: cover; keep the complete powder bowl, smoothie glass and bilberries within the central 80% safe area for 5% hover zoom
