product_id	product_name	category	image_url	A_identifiability	B_desirability	C_ad_suitability	D_name_match	E_composition_quality	total	classification	current_image_issue	image_direction	force_replace_reason
64	무설탕 유기농 동결건조 딸기 & 블루베리 50g	견과·건과류	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Freeze-dried_strawberries.jpg/960px-Freeze-dried_strawberries.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	1	1	0	2	5	REVIEW	동결건조 딸기만 가득하고 상품명의 블루베리가 보이지 않음	동결건조 딸기와 블루베리를 반반 섞은 작은 세라믹 볼과 몇 조각의 바삭한 단면을 보여주는 밝은 사진	-
65	생생 햄프씨드 껍질 벗긴 대마씨 250g	견과·건과류	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Shelled_hemp_seeds.jpg/960px-Shelled_hemp_seeds.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	1	1	2	1	7	REVIEW	제품 내용물은 맞지만 금속 용기와 평평한 원재료 사진 느낌으로 구매 매력이 낮음	작은 아이보리 세라믹 볼의 햄프씨드와 요거트에 토핑한 섭취 장면을 함께 보여주는 자연광 사진	-
66	지중해 사막의 선물 무첨가 대추야자 데이츠 200g	견과·건과류	https://images.unsplash.com/photo-1629738601425-494c3d6ba3e2?w=600&auto=format&fit=crop&q=80	2	2	2	2	2	10	KEEP	대추야자가 깨끗한 볼에 담겨 식별성과 구매 매력이 높음	-	-
67	바질페스토 시즈닝 구운 마카다미아 150g	견과·건과류	https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/Macadamia_nut_kernels.jpg/960px-Macadamia_nut_kernels.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	1	1	0	2	6	REVIEW	흰 배경의 생 마카다미아 알맹이만 보여 바질페스토 시즈닝과 구운 질감이 없음	바질페스토 시즈닝이 얇게 묻은 구운 마카다미아를 베이지 볼에 담고 바질 잎을 소량 곁들인 사진	-
68	볶은 검은콩 서리태 스낵 200g	견과·건과류	https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/Black_soybeans.jpg/960px-Black_soybeans.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	0	0	1	1	3	REPLACE	검은콩이 화면을 빽빽하게 채워 금속 알갱이처럼 보이고 볶은 스낵의 먹음직스러움이 없음	작은 베이지 볼에 윤기 적은 볶은 서리태를 담고 몇 알의 갈라진 바삭한 단면을 보여주는 밝은 사진	unappetizing/tight crop
69	유기농 무염 볶은 호박씨 250g	견과·건과류	https://images.unsplash.com/photo-1545447859-6a9eca16e6ed?w=600&auto=format&fit=crop&q=80	1	1	1	2	1	6	REVIEW	호박씨가 작은 유리병 가장자리와 흐린 배경에 있어 카드 crop에서 주 피사체가 약함	아이보리 세라믹 볼에 볶은 호박씨를 풍성하게 담고 중앙 초점을 선명하게 맞춘 자연광 사진	-
70	브라질너트 셀레늄 데일리 보울 180g	견과·건과류	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Bertholletia_excelsa_seeds_closeup.jpg/960px-Bertholletia_excelsa_seeds_closeup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	1	1	2	2	8	KEEP	브라질너트 형태는 명확하나 연출은 다소 자료사진형임	-	-
71	데일리 올인원 활력 멀티비타민 & 미네랄 60정	영양제·비타민	https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=600&auto=format&fit=crop&q=80	1	0	0	1	2	4	REPLACE	75번과 동일한 다수의 블리스터 팩으로 약국·의약품처럼 보임	무광 아이보리 영양제 병과 소수의 정제를 베이지 표면에 놓고 뮤트 그린 라벨로 정돈한 웰니스 제품 사진	medical look; duplicate URL
72	퓨어 rTG 알티지 오메가3 1000mg 60캡슐	영양제·비타민	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/Omega_3_gelcap.jpg/960px-Omega_3_gelcap.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	0	0	2	2	5	REPLACE	손가락으로 큰 캡슐 하나를 든 임상 자료사진처럼 보여 대표 상품성이 없음	앰버 유리병과 투명 골드 오메가3 캡슐 몇 개를 아이보리 배경에 중앙 배치한 미니멀 웰니스 사진	medical/laboratory look
73	100억 생유산균 신바이오틱스 포스트바이오틱스 30포	영양제·비타민	https://images.unsplash.com/photo-1593095948071-474c5cc2989d?w=600&auto=format&fit=crop&q=80	0	0	0	0	2	2	REPLACE	78·79번과 동일한 흰 분말·스쿱 사진이며 30포 유산균 상품을 식별할 수 없음	아이보리 스틱 파우치 30포 패키지와 작은 유산균 스틱 한 개를 베이지 배경에 정돈한 클린 웰니스 사진	raw powder; duplicate URL
74	간 편한 밀크씨슬 실리마린 & 비타민B 60정	영양제·비타민	https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=600&auto=format&fit=crop&q=80	1	0	0	0	2	3	REPLACE	80번과 동일한 다색 알약 더미로 제품 성분을 구분할 수 없고 의약품처럼 보임	무광 웜화이트 영양제 병과 갈색 정제 몇 개를 밀크씨슬 잎의 은은한 소품과 함께 정돈한 사진	medical look; duplicate URL
75	고함량 마그네슘 비타민B6 릴렉스 60정	영양제·비타민	https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?w=600&auto=format&fit=crop&q=80	1	0	0	1	2	4	REPLACE	71번과 동일한 블리스터 팩으로 미니멀 웰니스 상품 사진이 아님	뮤트 그린 포인트의 아이보리 영양제 병과 소수 정제를 깨끗한 베이지 표면에 둔 릴렉스 무드 사진	medical look; duplicate URL
76	햇살 비타민D3 4000IU + 비타민K2 60캡슐	영양제·비타민	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Algae_omega-3_270mg_capsules_-_vegan.jpg/960px-Algae_omega-3_270mg_capsules_-_vegan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	0	0	1	2	4	REPLACE	77번과 동일한 대형 붉은 캡슐 매크로로 성분 구분이 안 되고 의약품 인상이 강함	아이보리 병과 작은 소프트젤을 따뜻한 자연광 아래 두고 햇살 그림자를 살린 미니멀 제품 사진	medical look; duplicate URL
77	루테인 지아잔틴 아스타잔틴 아이케어 30캡슐	영양제·비타민	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Algae_omega-3_270mg_capsules_-_vegan.jpg/960px-Algae_omega-3_270mg_capsules_-_vegan.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	0	0	1	2	4	REPLACE	76번과 동일한 붉은 캡슐 매크로로 아이케어 제품성을 전달하지 못함	차분한 뮤트 그린 라벨의 웰니스 병과 붉은 소프트젤 몇 개를 베이지 배경에 정돈한 미니멀 사진	medical look; duplicate URL
78	저분자 피쉬 콜라겐 펩타이드 3270mg 30포	영양제·비타민	https://images.unsplash.com/photo-1593095948071-474c5cc2989d?w=600&auto=format&fit=crop&q=80	1	0	0	1	2	4	REPLACE	73·79번과 동일한 흰 가루·스쿱 사진으로 스틱형 콜라겐 상품성이 없음	아이보리 콜라겐 스틱과 작은 유리잔을 베이지 표면에 정돈하고 맑은 물의 섭취 장면을 함께 보여주는 사진	raw powder; duplicate URL
79	옥타코사놀 아르기닌 맥스 활력환 30포	영양제·비타민	https://images.unsplash.com/photo-1593095948071-474c5cc2989d?w=600&auto=format&fit=crop&q=80	0	0	0	0	2	2	REPLACE	73·78번과 동일한 흰 분말인데 상품은 활력환 30포라 형태도 명백히 다름	작은 갈색 활력환과 아이보리 스틱 파우치를 뮤트 그린 포인트와 함께 정돈한 웰니스 제품 사진	title mismatch; duplicate URL
80	이뮨 아연 비타민C 츄어블 90정	영양제·비타민	https://images.unsplash.com/photo-1584017911766-d451b3d0e843?w=600&auto=format&fit=crop&q=80	1	1	0	1	2	5	REPLACE	74번과 동일한 다색 알약 더미로 90정 츄어블 제품을 구분하기 어려움	아이보리 병과 연노랑 츄어블 정제 몇 개를 레몬 조각과 함께 베이지 배경에 정돈한 사진	medical look; duplicate URL
81	제로슈가 저칼로리 스위트 칠리소스 310g	소스·조미료	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Sweet_Chili_Sauce_%28cropped%29.jpg/960px-Sweet_Chili_Sauce_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	2	1	2	2	9	REPLACE	83번 불닭 소스와 동일한 소스 볼 사진으로 두 상품을 구분할 수 없음	깨끗한 투명 병과 작은 소스 볼에 윤기 있는 스위트 칠리소스를 담고 채소 디핑 장면을 곁들인 사진	duplicate URL
82	저염 무설탕 알룰로스 진양조간장 500ml	소스·조미료	https://images.unsplash.com/photo-1638324396179-61035bc1e645?w=600&auto=format&fit=crop&q=80	2	2	2	1	2	9	KEEP	간장 병이 중앙에 명확하고 밝은 주방 배경이 광고 이미지로 적합함	-	-
83	제로 알룰로스 불닭 스파이시 소스 280g	소스·조미료	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Sweet_Chili_Sauce_%28cropped%29.jpg/960px-Sweet_Chili_Sauce_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	2	1	2	2	9	REPLACE	81번 스위트 칠리와 동일한 사진으로 매운 불닭 소스 고유성이 없음	짙은 붉은 불닭 소스를 작은 블랙 디핑볼과 슬림 병에 담고 구운 닭 한 조각을 곁들인 밝은 사진	duplicate URL
84	올리브유로 만든 제로 저당 마요네즈 240g	소스·조미료	https://images.unsplash.com/photo-1562114808-b4b33cf60f4f?w=600&auto=format&fit=crop&q=80	2	2	1	2	2	9	KEEP	마요네즈 질감과 사용 장면이 깨끗하고 명확함	-	-
85	무설탕 저칼로리 토마토 케첩 320g	소스·조미료	https://images.unsplash.com/photo-1472476443507-c7a5948772fc?w=600&auto=format&fit=crop&q=80	2	2	2	2	2	10	KEEP	토마토와 완성 소스가 함께 보여 식별성과 구매 매력이 높음	-	-
86	핑크 히말라야 락솔트 그라인더 200g	소스·조미료	https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/Himalayan_salt_%28coarse%29.jpg/960px-Himalayan_salt_%28coarse%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	1	1	0	2	5	REPLACE	핑크 소금 원석만 있고 핵심 판매 형태인 그라인더가 전혀 보이지 않음	투명 유리 그라인더 안의 핑크 소금을 중앙에 세우고 작은 소금 결정과 샐러드 사용 장면을 곁들인 사진	title mismatch; raw ingredient
87	천연 효모 추출 비건 감칠맛 채수 파우더 120g	소스·조미료	https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/Mushroom_powder%2C_Boletus_edulis%2C_dried_and_freshly_ground.jpg/960px-Mushroom_powder%2C_Boletus_edulis%2C_dried_and_freshly_ground.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	0	0	1	1	3	REPLACE	큰 통 안의 회색 가루와 금속 스쿱이 공정용 원료 사진처럼 보임	아이보리 주방 테이블 위 작은 세라믹 볼의 채수 파우더와 나무 스푼·버섯·양파·대파를 밝게 배치한 사진	bulk bucket/raw powder
88	무가당 100% 볶은 땅콩 피넛버터 크런치 340g	소스·조미료	https://images.unsplash.com/photo-1564988208558-9270de7c5848?w=600&auto=format&fit=crop&q=80	2	2	2	2	2	10	KEEP	피넛버터와 땅콩이 함께 보여 크런치 제품을 직관적으로 이해할 수 있음	-	-
89	제로 알룰로스 머스타드 딥 소스 260g	소스·조미료	https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/Mustard_sauce_2.jpg/960px-Mustard_sauce_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	0	0	2	1	5	REVIEW	탁한 갈색 소스 한 그릇만 있어 머스타드 특유의 밝은 식욕감과 사용 장면이 없음	작은 세라믹 딥볼의 골든 머스타드와 구운 채소 스틱을 깨끗한 아이보리 식탁에 배치한 사진	-
90	천연 아카시아 생 알룰로스 시럽 480g	소스·조미료	https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Sugar_Syrup.jpg/960px-Sugar_Syrup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	1	1	1	2	6	REVIEW	탑뷰의 투명 시럽 그릇만 보여 480g 병과 아카시아 제품성이 약함	슬림한 투명 시럽 병과 작은 스푼의 맑은 알룰로스를 아카시아 꽃과 함께 밝은 베이지 배경에 둔 사진	-
91	유기농 엑스트라버진 냉압착 아보카도 오일 250ml	기타 건강식품	https://upload.wikimedia.org/wikipedia/commons/a/aa/AvocadoOil.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	1	1	1	1	1	5	REVIEW	작은 샘플병처럼 보이고 카드 crop에서 아보카도 오일의 원료와 프리미엄성이 약함	짙은 유리병의 황록색 아보카도 오일과 반쪽 아보카도를 아이보리 식탁에 정돈한 자연광 사진	-
92	자연 건조 차전자피 식이섬유 100% 200g	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Culinary_psyllium%2C_Russian_market_13.jpg/960px-Culinary_psyllium%2C_Russian_market_13.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	1	0	0	2	1	4	REPLACE	대형 플라스틱 통과 시장 라벨이 보이는 벌크 원재료 사진으로 쇼핑몰 대표 이미지에 부적합	작은 세라믹 볼의 차전자피와 나무 스푼·물 한 잔을 베이지 표면에 정돈한 밝은 섭취 제안 사진	bulk/raw material
93	유기농 무가당 카카오 파우더 200g	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d4/Cocoa-powder-1883108.jpg/960px-Cocoa-powder-1883108.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	1	1	2	2	8	KEEP	카카오 파우더가 깨끗한 흰 볼에 선명하게 보여 제품 식별이 쉬움	-	-
94	천연 순수 아카시아 튜브 벌꿀 300g	기타 건강식품	https://images.unsplash.com/photo-1668510468038-3607aae3f03c?w=600&auto=format&fit=crop&q=80	2	2	2	0	2	8	REPLACE	먹음직스러운 꿀이지만 유리병이라 상품명의 튜브 포장과 명백히 다름	아이보리 라벨의 슬림 튜브형 아카시아 꿀과 우드 디퍼의 꿀 한 방울을 밝은 식탁에 배치한 사진	title/package mismatch
95	국산 발효 흑마늘 진액 70ml x 15포	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/2023_Czarny_czosnek_fermentowany_%281%29.jpg/960px-2023_Czarny_czosnek_fermentowany_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	0	0	0	0	2	2	REPLACE	흑마늘 원물 단면만 있고 진액·파우치·섭취 형태가 전혀 없음	아이보리 파우치 여러 개와 작은 유리잔의 흑마늘 진액을 흑마늘 한 쪽과 함께 정돈한 밝은 사진	title mismatch; raw ingredient
96	콜드프레스 유기농 로우 MCT 오일 C8 99% 500ml	기타 건강식품	https://upload.wikimedia.org/wikipedia/commons/f/f3/Coconut_and_oil.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled	1	1	1	1	2	6	REVIEW	코코넛과 일반 오일 자료사진으로 500ml C8 MCT 병과 기능성 제품성이 약함	미니멀한 500ml 투명 병의 맑은 MCT 오일과 코코넛 조각을 아이보리 식탁에 중앙 배치한 사진	-
97	제주 유기농 녹차 카테킨 분말 100g	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/Matcha_layout_with_leaf%2C_tea%2C_and_powder.jpg/960px-Matcha_layout_with_leaf%2C_tea%2C_and_powder.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	2	2	2	2	2	10	KEEP	녹차 분말과 실제 음용 형태가 함께 보여 카테고리 아트디렉션에 잘 맞음	-	-
98	스위트 바질씨드 워터 믹스 150g	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/Basil_seeds.jpg/960px-Basil_seeds.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	0	0	0	0	1	1	REPLACE	검은 바질씨앗이 프레임을 가득 채운 원재료 매크로로 워터 믹스와 섭취 형태를 이해하기 어려움	투명한 물잔 속 불린 바질씨드와 레몬 슬라이스를 보여주고 작은 씨앗 볼을 곁들인 밝은 사진	title mismatch; raw ingredient
99	동결건조 맥주효모 분말 250g	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/Bj%C3%A4st.jpg/960px-Bj%C3%A4st.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	0	0	0	1	1	2	REPLACE	금속 체와 여러 통의 분말이 보이는 제조·가공 현장 사진으로 상품 광고에 부적합	작은 세라믹 볼의 연베이지 맥주효모 분말과 나무 스푼·요거트 섭취 장면을 함께 둔 밝은 사진	manufacturing process
100	유기농 야생 빌베리 루테인 파우더 100g	기타 건강식품	https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/Purple_potato_powder_and_blueberry_powder.jpg/960px-Purple_potato_powder_and_blueberry_powder.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	0	0	0	1	1	2	REPLACE	산업용 금속 통의 여러 색 분말로 보이며 빌베리 루테인 상품을 식별할 수 없음	작은 아이보리 볼의 보랏빛 빌베리 파우더와 생빌베리·스무디 한 잔을 베이지 배경에 정돈한 사진	manufacturing/raw material; title mismatch
